timestamp,temperature_C,dewpoint_C,pressure_hPa,wind_speed_kmh,wind_direction_deg,relative_humidity_pct
2021-01-07 14:00:00,15.610046,9.477356,898.777,5.222763,34.8562,66.88394
2021-01-07 15:00:00,14.416473,9.004517,899.13837,5.1929536,39.59204,69.9593
2021-01-07 16:00:00,14.246216,8.930542,899.2647,5.0792723,43.32611,70.38177
2021-01-07 17:00:00,13.463257,8.68454,899.0932,4.9514427,45.58658,72.83092
2021-01-07 18:00:00,13.39035,8.734863,898.7553,4.8691316,46.890594,73.42686
2021-01-07 19:00:00,13.254181,8.686737,898.3974,4.830199,47.5195,73.840866
2021-01-07 20:00:00,12.707886,8.545807,898.0298,4.836888,47.37976,75.79871
2021-01-07 21:00:00,12.615967,8.495819,897.7299,4.8262305,47.215546,75.99897
2021-01-07 22:00:00,12.132996,8.213379,897.3727,4.6164727,47.556793,76.96026
2021-01-07 23:00:00,12.069275,8.182404,897.4264,4.64449,47.388702,77.121346
2021-01-08 00:00:00,12.1614685,8.193054,897.76544,4.636987,49.707764,76.71039
2021-01-08 01:00:00,12.196991,8.240143,898.46906,4.654277,52.2547,76.776306
2021-01-08 02:00:00,13.065643,8.484741,899.2427,4.7456093,55.15677,73.74037
2021-01-08 03:00:00,13.326721,8.520081,899.93823,4.7113314,59.35608,72.668625
2021-01-08 04:00:00,14.056915,8.897522,900.2953,4.2166696,63.853546,71.091286
2021-01-08 05:00:00,16.30661,9.103485,900.15533,3.2841222,63.64511,62.38502
2021-01-08 06:00:00,17.112885,9.1840515,899.54694,2.311016,51.09146,59.594433
2021-01-08 07:00:00,17.369263,9.263184,898.7039,1.8901112,30.692719,58.94931
2021-01-08 08:00:00,18.479828,9.315063,897.8801,1.9592315,16.907654,55.16423
2021-01-08 09:00:00,18.611786,9.204163,897.3727,2.3487434,15.716187,54.30364
2021-01-08 10:00:00,17.25119,9.589935,897.06116,2.4115503,25.960205,60.709435
2021-01-08 11:00:00,17.111542,9.588684,897.1692,3.5262156,35.16748,61.242973
2021-01-08 12:00:00,16.885345,9.565247,897.5464,4.0885234,36.634796,62.02918
2021-01-08 13:00:00,16.680603,9.600281,898.1711,4.5603943,40.374756,62.988228
2021-01-08 14:00:00,15.686584,9.463348,898.8361,4.935064,44.4205,66.49446
2021-01-08 15:00:00,14.671814,9.159454,899.3937,5.125649,47.9563,69.53774
2021-01-08 16:00:00,14.470642,9.098267,899.6382,5.1761866,50.472626,70.156815
2021-01-08 17:00:00,13.658966,8.8298645,899.6501,5.2173524,52.376892,72.619026
2021-01-08 18:00:00,13.511597,8.815063,899.44336,5.3166227,53.671173,73.24521
2021-01-08 19:00:00,13.323975,8.731384,899.142,5.4034953,54.01187,73.72778
2021-01-08 20:00:00,12.59552,8.355347,898.85626,5.4530773,53.92978,75.38017
2021-01-08 21:00:00,12.50882,8.323547,898.6129,5.534342,53.74414,75.64668
2021-01-08 22:00:00,12.207489,8.184937,898.36096,5.5490985,48.966248,76.436455
2021-01-08 23:00:00,12.167145,8.179962,898.3572,5.872326,49.04706,76.61364
2021-01-09 00:00:00,12.263733,8.192139,898.59735,6.1194506,50.863678,76.19163
2021-01-09 01:00:00,12.191223,8.131622,899.1907,6.3876133,53.123535,76.241806
2021-01-09 02:00:00,12.915344,8.4279785,899.8926,6.6269946,56.035614,74.182465
2021-01-09 03:00:00,13.234528,8.446045,900.5847,6.6775312,59.700745,72.74118
2021-01-09 04:00:00,13.886353,8.827484,900.9325,6.115012,63.51364,71.542915
2021-01-09 05:00:00,16.110962,9.197205,900.7824,5.154148,61.906494,63.56778
2021-01-09 06:00:00,16.873016,9.266602,900.147,4.2764935,55.422516,60.844093
2021-01-09 07:00:00,17.237366,9.352997,899.22076,3.6570125,48.08673,59.802975
2021-01-09 08:00:00,18.353882,9.424713,898.3878,3.3273482,41.497772,56.01272
2021-01-09 09:00:00,18.488617,9.403748,897.86255,3.3736935,39.082855,55.463623
2021-01-09 10:00:00,17.17862,9.580048,897.5305,3.1529005,33.20575,60.948235
2021-01-09 11:00:00,17.045624,9.56131,897.69775,3.9735153,41.230377,61.386185
2021-01-09 12:00:00,16.887054,9.578949,898.07513,4.2126517,45.19153,62.079533
2021-01-09 13:00:00,16.625153,9.529907,898.6661,4.392564,49.296783,62.91255
2021-01-09 14:00:00,15.655548,9.436584,899.2908,4.5765247,53.395325,66.50697
2021-01-09 15:00:00,14.438171,8.96347,899.842,4.6457243,56.96472,69.66816
2021-01-09 16:00:00,14.198242,8.848755,900.11115,4.597524,59.947296,70.212
2021-01-09 17:00:00,13.424988,8.681641,900.04974,4.4902506,62.14328,72.99832
2021-01-09 18:00:00,13.290649,8.624786,899.86334,4.4225984,63.50403,73.357544
2021-01-09 19:00:00,13.095825,8.492401,899.5881,4.408754,64.09253,73.633354
2021-01-09 20:00:00,12.33725,8.129456,899.3705,4.4379106,63.23047,75.50253
2021-01-09 21:00:00,12.150116,7.9842834,899.1203,4.492272,61.913208,75.686775
